id,nama,merk,kategori,type,harga,harga_diskon,deskripsi,jumlah_stok,jumlah_pieces_packing,satuan_packing,angka_produk_favorit,url_foto
,6BAN KABEL TIES NYLON HITAM/PUTIH 2.5 X 100MM,6BAN,ALAT SERBAGUNA,Kabel Ties,6875,5500,.,20,1,pack kecil,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,6BAN KABEL TIES NYLON HITAM/PUTIH 2.5 X 150MM,6BAN,ALAT SERBAGUNA,Kabel Ties,10000,8000,.,20,1,pack kecil,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,6BAN KABEL TIES NYLON HITAM/PUTIH 2.5 X 200MM,6BAN,ALAT SERBAGUNA,Kabel Ties,13125,10500,.,20,1,pack kecil,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,6BAN KABEL TIES NYLON HITAM/PUTIH 3.6 X 150MM,6BAN,ALAT SERBAGUNA,Kabel Ties,17500,14000,.,20,1,pack kecil,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,6BAN KABEL TIES NYLON HITAM/PUTIH 3.6 X 200MM,6BAN,ALAT SERBAGUNA,Kabel Ties,23125,18500,.,20,1,pack kecil,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,6BAN KABEL TIES NYLON HITAM/PUTIH 3.6 X 300MM,6BAN,ALAT SERBAGUNA,Kabel Ties,35000,28000,.,20,1,pack kecil,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,6BAN KABEL TIES NYLON HITAM/PUTIH 3.6 X 370MM,6BAN,ALAT SERBAGUNA,Kabel Ties,43125,34500,.,20,1,pack kecil,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,6BAN KABEL TIES NYLON HITAM/PUTIH 4.8 X 200MM,6BAN,ALAT SERBAGUNA,Kabel Ties,30000,24000,.,20,1,pack kecil,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,6BAN KABEL TIES NYLON HITAM/PUTIH 4.8 X 300MM,6BAN,ALAT SERBAGUNA,Kabel Ties,46250,37000,.,20,1,pack kecil,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,6BAN KABEL TIES NYLON HITAM/PUTIH 4.8 X 370MM,6BAN,ALAT SERBAGUNA,Kabel Ties,54375,43500,.,20,1,pack kecil,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"NEVADA OBENG AMERIKA 4"" NON GRID ",Nevada,PERKAKAS TEHNIK,Obeng,9375,7500,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"NEVADA OBENG AMERIKA 4"" GRID ",Nevada,PERKAKAS TEHNIK,Obeng,11000,8800,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,NEVADA TESPEN BB KECIL BENING ,Nevada,PERKAKAS TEHNIK,Obeng,4000,3200,.,24,24,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,ELGLADIO PALU KARET 12OZ,Elgladio,PERKAKAS TEHNIK,Palu,28125,22500,.,36,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,ELGLADIO PALU KARET 16OZ,Elgladio,PERKAKAS TEHNIK,Palu,32500,26000,.,36,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,JOKER PALU KAMBING POLOS GG FIBER 12OZ,Joker,PERKAKAS TEHNIK,Palu,34375,27500,.,48,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,ELGLADIO BAKI CAT HITAM ,Elgladio,PERKAKAS TEHNIK,Baki Cat,9750,7800,.,20,1,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,GARFIELL METERAN AUTOSTOP 3M,Garfield,ALAT SERBAGUNA,Meteran,20000,16000,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,GARFIELL METERAN AUTOSTOP 5M,Garfield,ALAT SERBAGUNA,Meteran,23750,19000,.,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,GARFIELL METERAN AUTOSTOP 7.5M,Garfield,ALAT SERBAGUNA,Meteran,39375,31500,.,6,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,NEVADA GRENDEL 2”,Nevada,PERKAKAS TEHNIK,Grendel,58625,46900,.,40,1,Lusin,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,NEVADA GRENDEL 3” ,Nevada,PERKAKAS TEHNIK,Grendel,71250,57000,.,40,1,Lusin,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,NEVADA GRENDEL 4” ,Nevada,PERKAKAS TEHNIK,Grendel,84375,67500,.,30,1,Lusin,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,NEVADA GRENDEL 6” ,Nevada,PERKAKAS TEHNIK,Grendel,126875,101500,.,24,1,Lusin,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,NEVADA GRENDEL 8” ,Nevada,PERKAKAS TEHNIK,Grendel,197500,158000,.,20,1,Lusin,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,NEVADA GRENDEL 10” ,Nevada,PERKAKAS TEHNIK,Grendel,268750,215000,.,16,1,Lusin,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,NEVADA GRENDEL 12” ,Nevada,PERKAKAS TEHNIK,Grendel,321875,257500,.,12,1,Lusin,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"JEVONO ENGSEL TEBAL SN 5"" ",Jenovo,PERKAKAS TEHNIK,Engsel,25750,20600,.,6,6,set,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS STARTER S10-P 4-65W SIN 220-240V,Philips,SAKLAR DAN FITTING,Starter,10625,,Starter,500,500,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS T-FORCE ESS E27 18w,Philips,PHILIPS LED,Lampu LED,63193,,6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS T-FORCE ESS E27 22w,Philips,PHILIPS LED,Lampu LED,72351,,6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS T-FORCE ESS E27 30w,Philips,PHILIPS LED,Lampu LED,90668,,6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS T-FORCE ESS E27 40w,Philips,PHILIPS LED,Lampu LED,119059,,6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS T-FORCE CORE E27 27w,Philips,PHILIPS LED,Lampu LED,136460,,6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS T-FORCE CORE E27 35w,Philips,PHILIPS LED,Lampu LED,180420,,6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS T-FORCE CORE E27 45w,Philips,PHILIPS LED,Lampu LED,234913,,6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS T-FORCE CORE E40 45w,Philips,PHILIPS LED,Lampu LED,209880,,6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS HELIX 35w,Philips,LAMPU DAN PENERANGAN,Lampu,105825,,6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS EMERGENCY LED BULB BB 7.5w,Philips,PHILIPS LED,Emergency,129373,117612,6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS EMERGENCY LED BULB BB 9w,Philips,PHILIPS LED,Emergency,141952,129047,6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS EMERGENCY LED BULB BB 13w,Philips,PHILIPS LED,Emergency,153931,139937,6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL PUTIH *5w,Philips,LAMPU DAN PENERANGAN,Lampu,44389,,discontinue habiskan stok,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL PUTIH 14w,Philips,LAMPU DAN PENERANGAN,Lampu,56950,,6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL PUTIH 18w,Philips,LAMPU DAN PENERANGAN,Lampu,59925,,6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL PUTIH 23w,Philips,LAMPU DAN PENERANGAN,Lampu,71400,,6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL PUTIH *35w,Philips,LAMPU DAN PENERANGAN,Lampu,102473,,discontinue habiskan stok,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS TORNADO PUTIH 15w,Philips,LAMPU DAN PENERANGAN,Lampu,71400,,6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS TORNADO PUTIH 27w,Philips,LAMPU DAN PENERANGAN,Lampu,85850,,6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS BN015C SET 16W 740/765 1200MM,Philips,PHILIPS LED,Lampu LED,96050,,4000k/6500k,40,40,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS BN015C SET 8W 740/765 600MM,Philips,PHILIPS LED,Lampu LED,79560,,4000k/6500k,40,40,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ECOFIT  18W 740/765 T8 AP I G 1200mm,Philips,PHILIPS LED,Lampu LED,65474,,4000k/6500k,25,25,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ECOFIT  10W 765 T8 AP I G 600mm,Philips,PHILIPS LED,Lampu LED,53479,,4000k/6500k,25,25,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"PHILIPS LED BULB 14,5W MP3+1 PUTIH BODY BESAR",Philips,PHILIPS LED,LEDBulb,235643,,6500k,12,3,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"PHILIPS LED BULB 14,5W MP3+1 PUTIH BODY KECIL",Philips,PHILIPS LED,LEDBulb,261825,,6500k,12,3,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MY CARE 4W PUTIH MP 3+1 ,Philips,PHILIPS LED,LEDBulb,142835,128552,6500k,12,4,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MY CARE 6W PUTIH MP 3+1 ,Philips,PHILIPS LED,LEDBulb,164406,147965,6500k,12,4,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MY CARE 8W PUTIH MP 3+1 ,Philips,PHILIPS LED,LEDBulb,185977,167379,6500k,12,4,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MY CARE 10W PUTIH MP 3+1 ,Philips,PHILIPS LED,LEDBulb,211046,189941,6500k,12,4,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MY CARE 12W PUTIH MP 3+1 ,Philips,PHILIPS LED,LEDBulb,255354,229819,6500k,12,4,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"PHILIPS MESON 080 3,5w 30k/65k",Philips,PHILIPS LED,Downlight LED,107415,85932,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"PHILIPS MESON 090 5,5w 30k/65k",Philips,PHILIPS LED,Downlight LED,122430,97944,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MESON 105 9w 30k/40k/65k,Philips,PHILIPS LED,Downlight LED,140910,112728,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MESON 125 13w 30k/40k/65k,Philips,PHILIPS LED,Downlight LED,165165,132132,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MESON 150 17w 30k/40k/65k,Philips,PHILIPS LED,Downlight LED,189420,151536,3000k/4000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MESON 175 21w 30k/65k,Philips,PHILIPS LED,Downlight LED,220605,176484,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MESON 200 24w 30k/65k,Philips,PHILIPS LED,Downlight LED,255255,204204,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"PHILIPS MESON 080 3,5w 30k/65k MP 3+1",Philips,PHILIPS LED,Downlight LED,322245,257796,3000k/6500k,12,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,"PHILIPS MESON 090 5,5w 30k/65k MP 3+1",Philips,PHILIPS LED,Downlight LED,367290,293832,3000k/6500k,12,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MESON 105 9w 30k/40k/65k MP 3+1,Philips,PHILIPS LED,Downlight LED,422730,338184,3000k/4000k/6500k,12,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MESON 125 13w 30k/40k/65k MP 3+1,Philips,PHILIPS LED,Downlight LED,495495,396396,3000k/4000k/6500k,12,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MESON 150 17w 40k/65k MP 3+1,Philips,PHILIPS LED,Downlight LED,568260,454608,4000k/6500k,12,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MESON 175 21w 65k MP 3+1,Philips,PHILIPS LED,Downlight LED,661815,529452,6500k,12,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MESON 200 24w 65k MP 3+1,Philips,PHILIPS LED,Downlight LED,765765,612612,6500k,12,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ERIDANI DL190B  LED3 D80 3.5W 830/840/865,Philips,PHILIPS LED,Downlight LED,60132,48106,3000k/4000k/6500k,50,50,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ERIDANI DL190B  LED6 D100 7W 830/840/865,Philips,PHILIPS LED,Downlight LED,89585,71668,3000k/4000k/6500k,50,50,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ERIDANI DL190B  LED8 D125 10W 830/840/865,Philips,PHILIPS LED,Downlight LED,110447,88358,3000k/4000k/6500k,30,30,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ERIDANI DL190B  LED11 D150 14W 830/840/865,Philips,PHILIPS LED,Downlight LED,122718,98175,3000k/4000k/6500k,30,30,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ERIDANI DL190B  LED18 D200 23W 830/840/865,Philips,PHILIPS LED,Downlight LED,161375,129100,3000k/4000k/6500k,30,30,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ERIDANI DL190B  LED3 D80 3.5W 830/865 MP 3+1,Philips,PHILIPS LED,Downlight LED,180396,144317,3000k/6500k,12,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ERIDANI DL190B  LED6 D100 7W 830/865 MP 3+1,Philips,PHILIPS LED,Downlight LED,239302,191442,3000k/6500k,12,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ERIDANI DL190B  LED8 D125 10W 830/865 MP 3+1,Philips,PHILIPS LED,Downlight LED,282252,225802,3000k/6500k,12,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ERIDANI DL190B  LED11 D150 14W 865 MP 3+1,Philips,PHILIPS LED,Downlight LED,337477,269982,6500k,12,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ERIDANI DL190B  LED18 D200 23W 865 MP 3+1,Philips,PHILIPS LED,Downlight LED,423381,338705,6500k,12,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MY CARE 30k/65k 4w,Philips,PHILIPS LED,LEDBulb,47806,43025,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MY CARE 30k/65k 6w,Philips,PHILIPS LED,LEDBulb,54802,49322,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MY CARE 30k/65k 8w,Philips,PHILIPS LED,LEDBulb,62381,56143,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MY CARE 30k/65k 10w,Philips,PHILIPS LED,LEDBulb,70543,63489,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS MY CARE 30k/65k 12w,Philips,PHILIPS LED,LEDBulb,85118,76606,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS LED BULB 14.5W 40K/65K BODY BESAR,Philips,PHILIPS LED,LEDBulb,87625,,3000k/6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS LED BULB 14.5W 40K/65K BODY KECIL,Philips,PHILIPS LED,LEDBulb,78862,,3000k/6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS LED BULB 19W 65K BODY BESAR,Philips,PHILIPS LED,LEDBulb,121206,,6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS LED BULB 19W 65K BODY KECIL,Philips,PHILIPS LED,LEDBulb,109085,,6500k,12,6,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL LED 30k/65k 3w,Philips,PHILIPS LED,LEDBulb,26818,24136,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL LED 30k/65k 5w,Philips,PHILIPS LED,LEDBulb,33231,29908,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL LED 30k/65k 7w,Philips,PHILIPS LED,LEDBulb,37895,34106,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL LED 30k/65k 9w,Philips,PHILIPS LED,LEDBulb,45474,40927,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL LED 30k/65k 11w,Philips,PHILIPS LED,LEDBulb,58300,52470,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL LED 30k/65k 13w,Philips,PHILIPS LED,LEDBulb,69377,62439,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL LED 30k/65k 15w,Philips,PHILIPS LED,LEDBulb,79288,71359,3000k/6500k,12,12,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL LED 30k/65k 5w MP 3+1,Philips,PHILIPS LED,LEDBulb,99693,89724,3000k/6500k,12,3,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL LED 30k/65k 7w MP 3+1,Philips,PHILIPS LED,LEDBulb,113685,102317,3000k/6500k,12,3,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL LED 30k/65k 9w MP 3+1,Philips,PHILIPS LED,LEDBulb,136422,122780,3000k/6500k,12,3,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS ESSENTIAL LED 30k/65k 11w MP 3+1,Philips,PHILIPS LED,LEDBulb,174900,157410,3000k/6500k,12,3,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS TRAFO BTA 36W  220V C SC,Philips,PHILIPS LED,Trafo,96725,,Trafo,32,32,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,PHILIPS SIMBAT T8 BATTEN  TMS012 1 X 18W,Philips,PHILIPS LED,Lampu LED,161728,,Batten,10,10,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DN027B G3 LED6/WW-NW-CW 6W 220-240V D100,Philips,PHILIPS LED,Downlight LED,171193,136954,3000k/4000k/6500k,24,24,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DN027B G3 LED9/WW-NW-CW 9W 220-240V D125,Philips,PHILIPS LED,Downlight LED,212917,170334,3000k/4000k/6500k,24,24,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DN027B G3 LED12/WW-NW-CW 12W 220-240V D150,Philips,PHILIPS LED,Downlight LED,292683,234147,3000k/4000k/6500k,24,24,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DN027B G3 LED15/WW-NW-CW 15W 220-240 D175,Philips,PHILIPS LED,Downlight LED,338703,270963,3000k/4000k/6500k,24,24,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,DN027B G3 LED20/WW-NW-CW 19W 220-240V D200,Philips,PHILIPS LED,Downlight LED,402517,322014,3000k/4000k/6500k,24,24,pcs,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,[PACK] DN027B G3 LED6/CW 6W D100 MP 4pk,Philips,PHILIPS LED,Downlight LED,513577,410862,6500k,12,12,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,[PACK] DN027B G3 LED9/CW 9W D125 MP 4pk,Philips,PHILIPS LED,Downlight LED,638750,511001,6500k,12,12,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
,[PACK] DN027B G3 LED12/CW 12W D150 MP 4pk,Philips,PHILIPS LED,Downlight LED,878053,702442,6500k,6,6,Set(@4pcs) ,,https://res.cloudinary.com/jxqapzzv/image/upload/v1787629369/pngkey.com-under-construction-comingsoon.png
